Name,Lon,Lat,Glon,Glat,Gidx,Gjdx,Dist(km),VZA
Dakar,-16.958611,14.394167,-16.960080849180542,14.407342127961472,5102,1988,1.473535527707434,67.28
Guadeloup,-61.528378,16.22492,-61.530900706058304,16.22339003165145,3414,1839,0.31857023034896703,24.8
Aire_Adour,0.25,43.7,0.23546032625367627,43.6912133763704,4639,809,1.5234797336357135,90.0
Miami,-80.27972,25.72292,-80.27886273847531,25.716278175937294,2453,1366,0.7435135285572642,31.01
Sterling,-77.46667,38.98333,-77.4556496198906,38.9905518875133,2610,803,1.245841936535014,45.61
Sandy_Hook,-73.99333,40.448056,-73.9964862833665,40.45274360544587,2752,749,0.5856757617906143,47.07
BONDVILLE,-88.371944,40.053333,-88.37686098889544,40.06260949997735,2175,770,1.1131543781070485,48.719997
MISR-JPL,-118.17439,34.199,-118.1904898976334,34.19512489212891,1039,1055,1.5421351111640256,61.129997
Los_Fieros,-60.616667,-14.55,-60.62267648728657,-14.556372077634705,3467,3497,0.9593554100283368,23.539999
LOS_FIEROS_98,-60.929,-14.556,-60.93742714396351,-14.5529090193689,3451,3497,0.9699237611748431,23.3
NEW_YORK,-74.0,40.77,-73.99125041927674,40.75766296608221,2752,738,1.5572034450556576,47.539997
Cheritan,-75.971778,37.289478,-75.97701307821096,37.27832126089167,2670,868,1.324210641682715,43.61
Las_Cardes,-71.257778,-30.250833,-71.26020165302592,-30.261735381884407,2886,4264,1.2344374185081064,35.079998
CUIABA_01,-56.0,-15.5,-55.99219164836257,-15.504074928157754,3693,3543,0.9514803604431141,28.16
Zenith,-70.01,37.35,-70.00624596622393,37.35360764575904,2923,866,0.5206062368068448,43.92
Bratts_Lake,-104.713013,50.204238,-104.70688289267365,50.19286331808932,1782,468,1.3379556404113413,64.57
Tombstone,-110.05,31.742,-110.03668199170438,31.746258519459566,1245,1136,1.3454440501067102,53.23
CUIABA_02,-56.0,-15.5,-55.99219164836257,-15.504074928157754,3693,3543,0.9514803604431141,28.16
T1_MAX_MEX,-98.98195,19.703067,-98.97165289648783,19.70871404448621,1527,1672,1.2474859842186172,36.149998
Manaus,-60.03864,-2.59908,-60.03213819609042,-2.5996339409557896,3527,2854,0.7248455804290084,17.74
Windsor_M,-82.87,42.17,-82.86135008290913,42.181349859727575,2405,690,1.4494295539883286,49.71
San_Nicolas,-119.486972,33.256889,-119.49078958049532,33.250883233044306,982,1097,0.7562968468811191,61.48
Izana,-16.49906,28.30932,-16.49257417926623,28.297405127667375,4876,1346,1.4691761230838907,71.2
Tenerife,-16.633333,28.033333,-16.642568128044218,28.033238545632834,4879,1357,0.9064789602475808,71.119995
Lunar_Lake,-115.988383,38.390083,-115.98474882484878,38.3961508560279,1196,885,0.7453542579986024,61.93
Teide,-16.639,28.27,-16.640344431616406,28.264361723996007,4874,1347,0.6406243082803239,71.2
Sioux_Falls,-96.625991,43.736481,-96.63734309320282,43.7438389230263,1915,652,1.2251983994371654,55.42
Walker_Branch,-84.2875,35.958333,-84.280020500536,35.9595671698047,2312,923,0.687040659070367,43.28
Niabrara,-100.02,42.764833,-100.02403907230261,42.76496438018346,1784,691,0.33004630546231767,55.92
Egbert,-79.781414,44.231543,-79.76933173043385,44.231126176794234,2532,619,0.9637628845272761,51.539997
Brookhaven,-72.8847,40.866,-72.89064123411916,40.87276631695954,2796,734,0.9031336631697798,47.579998
Saturn_Island,-123.128177,48.775252,-123.10123027643824,48.76260467182387,1302,556,2.424433985010015,73.18
Surinam,-55.2,5.8,-55.19274545255421,5.793461901027084,3771,2396,1.082871545169473,24.26
Oyster,-75.933192,37.295044,-75.93028727806187,37.30404310656718,2672,867,1.033113920939987,43.61
Ilorin,4.6745,8.4841,4.660957159297224,8.415936995643293,5392,2308,7.724361313899751,88.59
Concepcion,-62.028,-16.138167,-62.03028188373137,-16.140162214165855,3389,3580,0.329586314111972,23.81
Rogers_Lake,-117.83,34.97,-117.83778593986919,34.967495885005825,1066,1023,0.7621425895816203,61.3
Arica,-70.313333,-18.471667,-70.3223113435319,-18.47488004460847,2955,3703,1.0120623708850303,21.939999
Monclova,-101.47,25.95,-101.47734392725579,25.953042653454034,1483,1376,0.8084615029896595,42.64
Aguascalientes,-102.32,21.7,-102.30847235164738,21.695136657432354,1400,1579,1.3080199123251832,40.29
NASA_LaRC,-76.37864,37.10496,-76.37357567903499,37.09894427537459,2653,875,0.8057099390486316,43.329998
Pickle_Lake,-90.2175,51.449444,-90.22915763870664,51.4400465827805,2228,411,1.320853280078486,61.17
Andros_Island,-77.8,24.7,-77.79653986280071,24.70675026715349,2573,1413,0.8279920917393856,29.349998
Kejimkujik,-65.2833,44.383333,-65.2929084946319,44.37472523802998,3074,617,1.2244357437397388,52.449997
Table_Mountain,-105.237,40.125,-105.2442426021022,40.118912762001536,1562,795,0.9150909658709189,56.329998
TABLE_MOUNTAIN_CA,-117.68,34.38,-117.66516658881696,34.38279868850696,1058,1046,1.396364053982076,60.67
Howland,-68.7402,45.2041,-68.75151619717575,45.20058323681944,2942,588,0.9690148325404977,52.879997
Chequamegon,-90.25,45.933333,-90.23712798321797,45.93081576645063,2165,572,1.034088671563657,55.46
USDA,-76.879997,39.029999,-76.87620691991025,39.04148483875143,2634,801,1.3184519618757229,45.579998
St_John_Island,-64.73,18.32,-64.73322679784597,18.319021200497687,3243,1730,0.35758468840937047,24.71
Abracos_Hill,-62.358333,-10.76,-62.362011034944715,-10.755104510146895,3390,3297,0.6765775417951134,19.07
EOPACE1,-75.75075,36.182167,-75.75262653099928,36.18056970457287,2679,911,0.24476795123806183,42.3
EOPACE2,-75.744717,36.183583,-75.75262653099928,36.18056970457287,2679,911,0.7849855867075225,42.3
Mexico_City,-99.181667,19.333611,-99.18860056638393,19.331566617410815,1514,1691,0.762193504195361,36.0
Carlsbad,-104.233167,32.368833,-104.23504507056813,32.35552467639222,1463,1098,1.4902943395492447,49.48
Buena_Vista,-119.26,35.22,-119.2700071078108,35.217084898291226,1032,1017,0.9651233917638504,62.39
Rimrock,-116.991667,46.4875,-117.00116478159788,46.491248494396835,1372,608,0.8381124413807801,68.14
Albuquerque,-106.535836,35.051672,-106.53621936043092,35.04910068716388,1425,992,0.288038719786069,53.129997
Tahoe_City,-120.135,39.1733,-120.12650734367577,39.1636517785701,1104,868,1.2988454879647957,65.4
Shelton,-98.760286,40.750064,-98.76084542041924,40.736439557789126,1795,760,1.5157017370823906,53.44
Mont_Joli,-68.156,48.64,-68.16607996571655,48.62824182498608,2946,483,1.5026965673077028,56.53
Marina,-121.787993,36.806284,-121.7818342462546,36.804513246610334,1004,962,0.5826009712688424,65.26
Konza,-96.559667,39.0825,-96.55203198516962,39.078460197708665,1851,817,0.7975595718402044,50.93
MD_Science_Center,-76.612052,39.28123,-76.61611353449437,39.28213552524008,2645,792,0.36378691751329073,45.87
Aguas_Emendadas,-47.6563,-15.58175,-47.64622765210984,-15.581610694550884,4081,3539,1.0789437261613521,36.04
Belterra,-54.95165,-2.648483,-54.9561845040458,-2.648598813125689,3788,2856,0.5038398349083614,23.609999
Balbina,-59.4868,-1.916983,-59.487716639994204,-1.9250299893854006,3556,2817,0.9005644287412713,18.3
CEILAP-BA,-58.506411,-34.555425,-58.50243760824374,-34.565738495565064,3426,4437,1.2031447740518608,43.35
Katibougou,-7.532,12.916667,-7.550110347209097,12.915332599714924,5270,2076,1.9684280332153534,76.77
Cordoba-CETT,-64.463682,-31.524075,-64.46764909414472,-31.514029926779504,3192,4315,1.1785621784705593,37.98
COVE,-75.71,36.9,-75.7138306224565,36.89234726965072,2681,883,0.9165927266948761,43.17
China_Lake,-117.744533,35.6741,-117.75417193592618,35.66698234564464,1084,995,1.176660498467356,61.649998
Mammoth_Lake,-119.033333,37.616667,-119.04969704811904,37.61640590460386,1094,923,1.4416214263313802,63.699997
Rogers_Dry_Lake,-117.885,34.92555,-117.871101037223,34.9197053343032,1064,1025,1.424127232410705,61.3
Stennis,-89.616667,30.368014,-89.60785504405516,30.375545439654893,2041,1161,1.1899547451167256,39.28
El_Arenosillo,-6.733472,37.105,-6.742618904193678,37.105088285650545,4790,1020,0.811219498434608,82.52
UCLA,-118.442752,34.069605,-118.4434556449852,34.063874208332514,1029,1061,0.6405226712350269,61.129997
Maricopa,-111.972298,33.069023,-111.96927944930384,33.07270406475404,1205,1085,0.4966416782686305,55.68
Churchill,-93.818167,58.736,-93.80118078457356,58.741954992694794,2227,243,1.1828674704737618,69.28
Azores,-28.63,38.53,-28.623252605867638,38.53598186630927,4366,895,0.8870648171552182,65.46
KONZA_EDC,-96.6096,39.102328,-96.6167585564471,39.10807531729707,1849,816,0.8887894727573612,50.93
Roosevelt_Roads,-65.599456,18.212336,-65.6027070826648,18.21220603480866,3199,1735,0.3436983647464094,24.13
Puerto_Madryn,-65.01,-42.79,-64.99905956254356,-42.803378116572226,3096,4753,1.7348506019792664,49.809998
La_Parguera,-67.045383,17.97045,-67.03896155562478,17.964287984126575,3126,1747,0.9647824017670116,23.25
Rio_Branco,-67.86935,-9.957467,-67.86666762193691,-9.960284746683175,3099,3256,0.4295011223769777,14.009999
GISS,-73.9599,40.7977,-73.96584464699185,40.78554337455135,2753,737,1.4414194073177649,47.539997
BSRN_BAO_Boulder,-105.006033,40.045183,-104.99318536587053,40.049236886137024,1569,797,1.1828664016586865,56.14
Billerica,-71.268619,42.528347,-71.25712632804596,42.53255925983565,2857,676,1.051775757461602,49.6
Kelowna,-119.373,49.955333,-119.37835848100131,49.969700776580986,1415,510,1.6429597205212199,71.659996
CEILAP-UTN,-58.468611,-34.659722,-58.47890061773046,-34.664693553956,3426,4441,1.091442940474869,43.48
Agoufou,-1.479117,15.3454,-1.5015047726713606,15.366471925280806,5297,1970,3.3544949442595517,83.15
Sao_Paulo,-46.734983,-23.5615,-46.744545247724844,-23.55923839499075,4042,3932,1.0065592902160945,41.66
Angiola,-119.538,35.947,-119.52046341470718,35.94398394564719,1042,989,1.6138860083848157,63.059998
SteamboatSpring,-106.807117,40.404867,-106.79539966464739,40.40578938898328,1517,788,0.9974233951817162,57.559998
CUIABA-MIRANDA,-56.07086,-15.73091,-56.068155484301045,-15.735526195296337,3688,3555,0.5892896624186089,28.3
Orizaba,-97.324167,19.106111,-97.32491609981172,19.108132700253773,1597,1700,0.23818296016154597,34.28
Bragansa,-46.641,-0.834,-46.64172128428758,-0.8423147349293013,4188,2757,0.9280277992544598,33.09
Railroad_Valley,-115.691,38.497,-115.68549613160528,38.50777411163467,1207,880,1.2902143735539682,61.68
Homburi,-1.546667,15.329167,-1.54603070202369,15.343366461819777,5297,1971,1.580381808784995,82.909996
Philadelphia,-75.004667,40.035667,-75.01229886683699,40.03926237081027,2711,764,0.7628732028937003,46.75
Penn_State_Univ,-78.0809,40.7421,-78.07693312614292,40.7389301732967,2588,739,0.4857244973205845,47.5
Lochiel,-122.602,49.028,-122.5839892540284,49.014610323136914,1320,547,1.9853340083540758,73.01
Santiago,-70.717033,-33.489633,-70.72396341630487,-33.489699709587036,2903,4402,0.6427345471518809,38.69
Rochester,-77.5864,43.2337,-77.59106726674571,43.2264766441515,2612,652,0.8877578767886523,50.35
Big_Meadows,-78.436111,38.521944,-78.44700431449509,38.51756826400038,2568,821,1.0653041214456571,45.1
Biarritz,-1.55,43.483333,-1.5327076139657372,43.473775376589494,4636,810,1.7539150597965494,89.35
Pic_du_midi,0.1413,42.937217,0.12047025751187304,42.942478578764174,4663,834,1.793690206054145,90.0
CCNY,-73.949036,40.821313,-73.94041368796373,40.81344308644249,2754,736,1.136777561871611,47.539997
Columbia_SC,-81.036333,34.022803,-81.04607085924512,34.01277873564251,2443,1000,1.4310606799190382,40.489998
Tarbes_Etal,0.049283,43.224033,-0.033360691601413854,43.1314689038724,4656,827,12.281968917692431,90.0
Hermosillo,-110.96,29.074722,-110.95481084068167,29.08189600795135,1167,1253,0.9437397607748154,52.199997
London-UCL-UAO,-0.131101,51.52427,-0.03850608598111121,51.49697748451576,4363,565,7.090275418539278,90.0
Dahkla,-15.95,23.716667,-15.958893805903715,23.72711491235694,4979,1550,1.472889532463877,70.45
Norfolk_State_Univ,-76.259,36.848,-76.251283537307,36.842196674615145,2658,885,0.9422833749409547,43.04
Monterey,-121.854867,36.59255,-121.866192522811,36.60399528833392,997,970,1.625382109381314,65.25
Fresno,-119.773167,36.781733,-119.77516390029555,36.78410687156628,1055,957,0.31828070685863613,63.76
IHOP-Homestead,-100.606183,36.558333,-100.59437015649607,36.56465585255059,1664,920,1.2678468757420334,50.629997
Corcoran,-119.5661,36.10343,-119.58320834471313,36.10162718796459,1044,983,1.550056379053582,63.23
SMEX,-93.664,41.936,-93.65206707822526,41.94789839198584,1996,709,1.6506161311463854,52.42
Halifax,-63.594,44.638,-63.60176552851727,44.629438412552325,3134,610,1.133086634044327,52.989998
Jaru_Reserve,-61.933333,-10.083333,-61.936982888094846,-10.08560540876865,3414,3261,0.4727691637516692,19.01
CRYSTAL_FACE,-80.422167,25.650167,-80.41907502484189,25.653332417053456,2446,1369,0.4689809904818893,30.91
Ji_Parana_UNIR,-61.9686,-10.882212,-61.97212526562712,-10.889034656992148,3410,3304,0.8507170041107317,19.56
Ahi_De_Cara,-3.43,37.12,-3.470970551712978,37.08715056796914,4820,1032,5.152058595029632,85.2
Armilla,-3.631519,37.134258,-3.6038310610776043,37.15439506015698,4817,1029,3.3221228611648375,85.02
Pitres,-3.326081,36.935778,-3.3453888007431543,36.913574104762155,4826,1039,3.0069070720287305,85.39
Kuujjuarapik,-77.76,55.28,-77.75938372830012,55.28331344332883,2631,307,0.37049947348457596,63.469997
Porto_Velho,-63.95,-8.77,-63.945827225427976,-8.772382645890334,3311,3191,0.5295980886139834,16.279999
Palencia,-4.515694,41.988572,-4.527837076181608,41.996696414165534,4662,850,1.3502685796527283,85.97
Lannion,-3.461944,48.730833,-3.5488983940500916,48.76470394681108,4441,633,7.404786411968645,90.0
Cabo_Raso,-9.48587,38.70937,-9.527648044444746,38.69244548650339,4713,951,4.084788847272255,80.46
Kellogg_LTER,-85.371717,42.407983,-85.37335421318149,42.40504134743067,2310,684,0.3536404042302609,50.41
Great_Falls,-77.245,39.005333,-77.2386721737823,39.01625506943131,2619,802,1.3318694644304854,45.6
Riverside_Park,-77.066667,38.716667,-77.05936118181643,38.72204456675537,2626,813,0.8713725063723391,45.289997
Rockville,-77.129582,39.056085,-77.11940215730255,39.0692681680065,2624,800,1.7091946750439875,45.6
The_Mall,-77.030917,38.889522,-77.0404948899986,38.88178161741139,2627,807,1.1950066920753022,45.44
Greenbelt_Park,-76.89355,38.746,-76.89145295087322,38.747964066831834,2633,812,0.2842004249005837,45.28
KIPP_Ujima_Village,-76.658864,39.344456,-76.66620924678264,39.336164841626996,2643,790,1.1175753186898756,45.87
Worthington_ES,-76.792985,39.244536,-76.78553879190699,39.255827042806025,2638,793,1.4097550541780204,45.879997
Mt_Royal_ES_MS,-76.625087,39.309093,-76.61682486786012,39.30905931027143,2645,791,0.7108502397651693,45.87
Mt_Washington_ES,-76.65459,39.36631,-76.64259798352303,39.3630368353527,2644,789,1.09328464361455,46.03
Southeast_MS,-76.530643,39.284685,-76.51886207895821,39.28181941217027,2649,792,1.0628446588129552,45.87
Talmudical_Academy,-76.74619,39.369406,-76.73998861896187,39.36337907821162,2640,789,0.8563404399415264,46.03
